realization_id,split,seed,samples,mean_W,std_W,max_W,zero_fraction,Hs_m,Te_s,Tp_s,omega0_over_omegap,zeta,channel_length_m,capture_width_m,rated_power_W
Hs0.060_Te1.75_r1.60_seed9102,validation,9102,6000,5.659236907958984,12.379487037658691,80.0,0.49866666666666665,0.05999999865889549,1.75,1.9249999523162842,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r1.60_seed9103,validation,9103,6000,5.709316253662109,12.57926082611084,80.0,0.5018333333333334,0.05999999865889549,1.75,1.9249999523162842,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed10100,train,10100,6000,8.899370193481445,17.814550399780273,80.0,0.5066666666666667,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed10101,train,10101,6000,8.888496398925781,17.40701675415039,80.0,0.49516666666666664,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed10102,train,10102,6000,8.65654468536377,17.47503089904785,80.0,0.5033333333333333,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed10103,train,10103,6000,8.748669624328613,17.326404571533203,80.0,0.49583333333333335,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed11100,train,11100,6000,5.080233573913574,11.174232482910156,80.0,0.49966666666666665,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed11101,train,11101,6000,5.083817481994629,11.163856506347656,80.0,0.49966666666666665,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed11102,train,11102,6000,4.99532413482666,11.08397388458252,80.0,0.49833333333333335,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.060_Te1.75_r2.10_seed11103,train,11103,6000,5.101937294006348,11.357728958129883,80.0,0.49833333333333335,0.05999999865889549,1.75,1.9249999523162842,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed12100,train,12100,6000,18.21315574645996,28.65452003479004,80.0,0.5038333333333334,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed12101,train,12101,6000,18.57581329345703,28.979848861694336,80.0,0.499,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed12102,train,12102,6000,18.567716598510742,29.048973083496094,80.0,0.5053333333333333,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed12103,train,12103,6000,17.93361473083496,28.403654098510742,80.0,0.49766666666666665,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed13100,validation,13100,6000,10.445222854614258,20.00284767150879,80.0,0.49966666666666665,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed13101,validation,13101,6000,10.522614479064941,19.917362213134766,80.0,0.49766666666666665,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed13102,validation,13102,6000,10.4428129196167,20.065874099731445,80.0,0.5,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.00_seed13103,validation,13103,6000,10.56956672668457,19.93132781982422,80.0,0.4995,0.09000000357627869,1.399999976158142,1.5399999618530273,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed14100,validation,14100,6000,20.865079879760742,30.974578857421875,80.0,0.49783333333333335,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed14101,validation,14101,6000,21.10426139831543,31.0805606842041,80.0,0.5035,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed14102,validation,14102,6000,20.821632385253906,30.953981399536133,80.0,0.49833333333333335,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed14103,validation,14103,6000,20.8671932220459,31.03265953063965,80.0,0.4945,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed15100,test,15100,6000,14.78124713897705,25.35711669921875,80.0,0.49966666666666665,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed15101,test,15101,6000,14.680318832397461,25.220287322998047,80.0,0.4995,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed15102,test,15102,6000,14.815664291381836,25.311912536621094,80.0,0.5016666666666667,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r1.60_seed15103,test,15103,6000,14.33730697631836,24.875606536865234,80.0,0.5008333333333334,0.09000000357627869,1.399999976158142,1.5399999618530273,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed16100,test,16100,6000,18.81342887878418,29.248754501342773,80.0,0.502,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed16101,test,16101,6000,18.402305603027344,29.02344512939453,80.0,0.5018333333333334,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed16102,test,16102,6000,18.194499969482422,28.784698486328125,80.0,0.49666666666666665,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed16103,test,16103,6000,19.090927124023438,29.419466018676758,80.0,0.49383333333333335,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed17100,test,17100,6000,13.377330780029297,23.856748580932617,80.0,0.49883333333333335,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed17101,test,17101,6000,13.597197532653809,24.064128875732422,80.0,0.5055,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed17102,test,17102,6000,13.484407424926758,23.643434524536133,80.0,0.49533333333333335,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.40_r2.10_seed17103,test,17103,6000,13.434088706970215,23.939088821411133,80.0,0.49816666666666665,0.09000000357627869,1.399999976158142,1.5399999618530273,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed18100,train,18100,6000,14.487855911254883,25.037885665893555,80.0,0.497,0.09000000357627869,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed18101,train,18101,6000,14.507989883422852,24.897722244262695,80.0,0.4995,0.09000000357627869,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed18102,train,18102,6000,14.683728218078613,25.182950973510742,80.0,0.49783333333333335,0.09000000357627869,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed18103,train,18103,6000,14.76416015625,25.400222778320312,80.0,0.49933333333333335,0.09000000357627869,1.75,1.9249999523162842,1.0,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed19100,train,19100,6000,7.450318813323975,15.283384323120117,80.0,0.499,0.09000000357627869,1.75,1.9249999523162842,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed19101,train,19101,6000,7.504239559173584,15.184784889221191,80.0,0.5028333333333334,0.09000000357627869,1.75,1.9249999523162842,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed19102,train,19102,6000,7.547677516937256,15.499470710754395,80.0,0.5018333333333334,0.09000000357627869,1.75,1.9249999523162842,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.00_seed19103,train,19103,6000,7.365835189819336,15.616543769836426,80.0,0.49416666666666664,0.09000000357627869,1.75,1.9249999523162842,1.0,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed20100,train,20100,6000,17.649999618530273,28.29900550842285,80.0,0.49683333333333335,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed20101,train,20101,6000,17.737403869628906,28.20024299621582,80.0,0.49616666666666664,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed20102,train,20102,6000,17.156850814819336,27.999475479125977,80.0,0.5033333333333333,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed20103,train,20103,6000,17.649614334106445,28.1401309967041,80.0,0.5026666666666667,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed21100,test,21100,6000,11.265521049499512,21.13119888305664,80.0,0.5028333333333334,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed21101,test,21101,6000,11.276516914367676,21.24078369140625,80.0,0.5001666666666666,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed21102,test,21102,6000,11.15749454498291,20.829395294189453,80.0,0.494,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r1.60_seed21103,test,21103,6000,11.233317375183105,20.93555450439453,80.0,0.497,0.09000000357627869,1.75,1.9249999523162842,1.600000023841858,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r2.10_seed22100,train,22100,6000,15.78995418548584,26.219398498535156,80.0,0.49683333333333335,0.09000000357627869,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r2.10_seed22101,train,22101,6000,15.196056365966797,25.85824966430664,80.0,0.49916666666666665,0.09000000357627869,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r2.10_seed22102,train,22102,6000,15.522244453430176,26.079721450805664,80.0,0.5006666666666667,0.09000000357627869,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r2.10_seed22103,train,22103,6000,15.291051864624023,25.9650936126709,80.0,0.5016666666666667,0.09000000357627869,1.75,1.9249999523162842,2.0999999046325684,0.10000000149011612,0.2750000059604645,1.1729999780654907,80.0
Hs0.090_Te1.75_r2.10_seed23100,train,23100,6000,10.30920696258545,19.682477951049805,80.0,0.5046666666666667,0.09000000357627869,1.75,1.9249999523162842,2.0999999046325684,0.20000000298023224,0.2750000059604645,1.1729999780654907,80.0
