Te_error_pct,R2_NSE,RMSE_W,RMSE_increase_pct,test_windows
-20,-0.020855891838348573,24.173270361920927,5.422400308819397,14400
-10,0.05920292770235869,23.206047035505996,1.2042286184068773,14400
0,0.08145880339825373,22.929918396003973,0.0,14400
10,0.05539675669732058,23.252941860748496,1.4087423215636719,14400
20,0.0033334291913335035,23.885158934022535,4.165913377977981,14400
